Load Record,Item Number
9252201,79656
9252543,128879
9252202,61692
9252201,64864
9252205,30448
9252201,61789
9252201,54246
9252205,51221
9252543,146256
9252202,30879
9252205,32148
9252543,111498
9252201,61791
9252543,97232
9252202,32572
9252201,79655
9252201,109377
9252435,8918
9252435,12783
9252026,14661
9252039,9507
9252205,58342
9252543,132406
9252543,84076
9252201,54600
9252543,116996
9252543,146257
9252543,125356
9252205,68821
9252201,110089
9252543,140747
9252201,113579
9252202,69896
9252543,148311
9252202,55342
9252202,69897
9252205,68850
9252201,122117
9252201,93887
9252202,69898
9252201,111756
9252201,110088
9252201,122118
9252435,15107
9252201,98555
9252202,61691
9252201,86414
9252376,3592
9252543,128146
9252201,102014
9252543,108672
9252201,83613
9252201,119981
9252205,51209
9252201,52715
9252202,31823
9252201,74587
9252543,98999
9252202,60416
9252435,15109
9252543,128145
9252543,98998
9252435,15106
9252543,128148
9252202,61689
9252201,98554
9252202,70237
9252450,4920
9252201,110092
9252201,110090
9252201,110094
9252202,51843
9252543,140745
9252201,110091
9252543,140748
9252202,69895
9252202,70240
9252202,54039
9252202,52972
9252202,52973
9242509,2510
9252202,29108
9252202,49013
9252543,108674
9252543,100796
9252202,31824
9252201,51145
9252201,74653
9252205,55246
9252201,61790
9252202,61693
9252201,90292
9252435,15108
9252201,94582
9252546,77
9252201,94080
9252201,107585
9252201,122119
9252450,6309
9252205,68648
9252201,122116
9254412,2638
9252543,146254
9252202,72194
9252201,111755
9252543,146255
9252201,83110
9252543,140746
9252202,70238
9252202,51844
9252201,110093
9263102,61189
9242580,660
9251322,50
9251274,87
9251258,295
9252201,178223
9252543,207465
9272978,98
9263102,61603
9242822,2105
9252202,143109
9252543,147923
9242552,959
9252205,120321
9252205,120118
9252450,56806
9252201,174933
9252450,56804
9252450,56935
9272825,630
9272915,99
9272915,95
9251305,1175
9252435,68889
9272890,305
9242602,1426
9272942,319
9263100,730
9272890,674
9242552,842
9242580,1378
9242580,1399
9273018,25
9242602,1802
9251342,59105
9242543,222581
9272942,220
9252201,93691
9252201,93690
9272913,11
9252202,135202
9252543,122713
9252202,140905
9252202,140912
9252543,206454
9252202,142883
9262201,52387
9251289,56262
9272915,252
9252201,176920
9252202,132825
9252202,132420
9242580,1217
9242580,1234
9262201,52314
9242580,1235
9272890,601
9242580,1218
9242580,1236
9242580,1213
9242580,1233
9272890,620
9272890,602
9262201,52922
9262201,52924
9262201,52920
9242665,226
9262201,52921
9262201,52923
9242553,2632
9262201,52926
9262201,52925
9252201,174397
9252201,174399
9252205,120163
9252201,174965
9242580,1227
9262205,50512
9252543,205297
9252543,205298
9252543,205143
9252205,120842
9252547,967
9262201,51057
9262201,51060
9262201,51056
9252547,966
9252205,121292
9252201,175564
9242822,1145
9242822,1146
9252543,205641
9262201,51058
9262201,51059
9252547,1090
9262423,65
9262450,50372
9242580,680
9262201,51103
9262205,50511
9262205,50513
9262205,50480
9262201,51136
9242822,1219
9242822,1221
9242822,1220
9242822,1217
9242580,477
9242580,479
9242822,1216
9242580,478
9242580,475
9242580,476
9242822,1215
9242822,1218
9242822,1682
9262205,50890
9262205,50889
9242580,1214
9242822,1556
9242882,28
9272942,318
9242833,38
9242882,27
9252205,122672
9252435,68966
9272915,226
9252543,207790
9273002,47
9273002,22
9252543,208321
9252201,178571
9273002,206
9252201,178553
9252201,178612
9262450,51070
9252450,56992
9252543,208050
9252201,178621
9262201,52385
9252202,143377
9252201,178572
9252201,179080
9252201,179075
9242570,526
9252205,125207
9252435,68980
9262450,51215
9252201,179279
9272890,664
9262205,52451
9252202,144011
9252435,69049
9252202,144010
9252202,144012
9252543,208426
9252543,208427
9262201,52488
9252202,144009
9272890,663
9252202,144013
9262475,52936
9273019,8
9273019,9
9252543,208473
9252201,180633
9252543,69889
9262205,10
9252475,97040
9252543,204278
9252201,179225
9272825,1984
9252202,137658
9242822,591
9252202,140084
9252543,206619
9253100,71518
9252202,141218
9252201,176611
9242857,49
9262201,51570
9252543,206928
9262450,50749
9262201,51680
9252543,207140
9242822,1378
9262475,52337
9272890,288
9252543,207878
9252201,178622
9242580,897
9252202,141979
9273025,112
9252475,97052
9252475,97218
9262475,51850
9252475,97216
9252475,97217
9242552,552
9262475,51853
9272891,472
9252202,142796
9262475,52353
9252202,142036
9272890,233
9272971,4
9242553,535
9273019,12
9261126,7
9254412,52753
9272913,42
9251510,51527
9262201,50644
9252435,68742
9242602,1808
9252201,79743
9252202,144196
9253102,98427
9252205,119334
9254412,52781
9252211,131240
9252205,119224
9272915,14
9272915,13
9252450,56747
9252205,120313
9262201,52811
9252202,136960
9252201,176606
9242822,1387
9272915,245
9242627,11
9252450,56991
9262205,52364
9262201,52566
9262205,52658
9252047,55300
9272915,255
9252511,50710
9262201,50163
9242580,799
9242752,65
9252202,138299
9262201,50142
9262450,112
9253102,194740
9272971,97
9252202,140976
9252202,135547
9262450,50730
9252202,135540
9252475,97211
9242822,819
9252543,207651
9242552,574
9262201,52831
9252201,172968
9252046,53846
9252026,68234
9252543,205091
9262205,50161
9252543,205479
9252039,65293
9252423,61955
9252202,135481
9262205,50234
9242580,901
9252026,68645
9252045,54476
9262201,52558
9272915,258
9262205,52650
9252503,50917
9262201,52557
9272915,259
9251286,34
9252384,51551
9251300,69
9273019,22
9242552,3
9253102,192706
9272971,58
9242578,672
9242643,295
9272825,1694
9252202,143220
9242822,864
9261126,27
9273018,3
9272913,40
9272947,8
9252543,204438
9272947,9
9252435,67804
9272947,7
9242822,1978
9252543,206337
9262450,50524
9252543,207075
9273002,23
9273002,25
9273002,46
9252078,58320
9252201,175330
9272915,266
9262450,51220
9272915,270
9272890,670
9262450,51248
9252536,52095
9272915,262
9242580,1428
9272915,275
9272915,276
9272915,271
9272915,272
9272915,267
9272915,268
9272915,269
9242580,1394
9272981,86
9242822,1362
9272915,265
9252201,180311
9242580,1395
9252205,126001
9272915,294
9272915,288
9252201,180296
9262201,52827
9262450,51315
9262450,51311
9262450,51312
9262450,51313
9262450,51316
9272915,281
9272915,279
9262450,51314
9272825,2284
9262450,51310
9272915,284
9263102,61605
9272915,326
9263102,61604
9262201,52826
9272915,324
9252201,180295
9272915,295
9262201,52824
9262201,52825
9252201,180291
9254412,52788
9252450,56553
9252202,132951
9252450,56580
9252202,132952
9252450,56642
9252201,173961
9252201,173955
9252201,173962
9252543,202705
9252543,202703
9252201,174431
9252201,174430
9252202,134951
9252574,50388
9252574,50389
9252475,97041
9252450,56643
9272915,12
9252543,203808
9252201,174480
9252201,174786
9252205,120319
9252450,56678
9272915,11
9252202,136067
9252202,135946
9252202,135944
9252201,174787
9252201,174785
9262201,51543
9252202,137417
9272915,62
9252201,175302
9242580,1093
9262201,50853
9252450,56884
9272915,97
9242822,1365
9252202,139771
9242822,1009
9262205,50728
9242822,1392
9262201,51688
9262201,51674
9252026,68529
9242553,278
9242822,1373
9252543,208042
9262201,51675
9272915,261
9272915,260
9262201,51388
9262201,52539
9252205,68650
9252543,148025
9252737,133
9252543,148026
9251270,60
9251270,59
9254412,52758
9252205,119331
9252211,132445
9242822,1601
9252201,176411
9252423,62095
9242849,81
9252026,68155
9251302,1533
9251302,1538
9251302,1549
9242578,731
9252543,208409
9272960,87
9252205,124271
9242580,960
9251258,145
9252543,205288
9242822,4063
9252475,97252
9252202,137428
9252201,174964
9252332,51242
9252201,174963
9252551,50123
9242580,1225
9242580,1231
9242580,1232
9242580,1221
9242580,699
9242822,1174
9242580,480
9242580,481
9272942,11
9272890,16
9242822,1162
9242580,25
9262205,50221
9252543,205421
9252543,205422
9262201,52082
9252201,178625
9252543,208048
9262205,51361
9262205,51929
9252543,208053
9262205,51928
9242580,1124
9262201,52032
9262205,51357
9242580,1383
9252201,178624
9242580,1382
9242580,1387
9272942,417
9242580,1384
9252026,17759
9242822,1313
9252205,120324
9252543,204144
9252201,174956
9252026,68105
9242822,1379
9252543,205188
9262201,50704
9252201,175295
9252205,121184
9272915,60
9242822,1377
9272958,17
9242822,275
9252475,97367
9272890,73
9242580,246
9242580,245
9272890,59
9262201,51692
9272915,169
9242822,1204
9262201,51575
9262201,51681
9262205,50795
9252475,97685
9242572,222
9262205,51934
9252543,208049
9272969,51
9251510,51528
9252435,68903
9272969,52
9252201,176608
9262205,50483
9262201,51697
9262201,52722
9273019,47
9261126,30
9261126,28
9261126,29
9261106,25
9251305,7741
9252543,201964
9252202,140950
9242572,227
9252435,68971
9273018,1
9252201,173766
9242553,1295
9262204,1006
9254412,52804
9272915,7
9252201,174931
9272915,59
9252435,68064
9252450,56883
9272915,86
9262450,50332
9262450,50330
9272915,137
9251512,73581
9262201,51195
9272928,33
9242822,1205
9252202,141507
9272915,148
9252202,143380
9262201,52069
9252202,143378
9252202,143379
9252543,208335
9262450,51222
9252201,179313
9252201,179312
9262450,51166
9252435,69072
9252543,208428
9251305,1943
9252543,201162
9251191,64778
9252423,62119
9252202,134117
9252202,135176
9252202,134029
9272961,4
9272961,1
9272961,2
9252476,54360
9252475,96543
9242719,20
9252202,69482
9242822,1980
9242580,975
9251191,64783
9272972,30
9242580,615
9253102,194230
9252435,68737
9252202,141657
9252423,61789
9252205,120222
9262201,50313
9242822,1039
9242849,8
9242532,62011
9242552,838
9242580,1094
9262205,50136
9272890,269
9272825,2207
9242822,1238
9262205,50780
9262201,51782
9252201,177902
9262205,50792
9272983,7
9272928,81
9262201,51781
9262201,51895
9252201,177023
9272983,3
9262450,50630
9272983,9
9252248,72941
9272983,2
9272983,6
9242971,38
9242822,1610
9254412,52810
9272983,5
9272983,4
9272983,10
9272983,8
9272983,1
9252201,178804
9262450,51147
9242822,1908
9242822,1909
9262201,52527
9252033,67475
9272890,669
9252201,179040
9252531,4852
9252202,141719
9242854,126
9252026,68610
9242580,1396
9252201,179664
9262205,52862
9242553,1191
9262201,51714
9252201,122961
9252201,122962
9252475,97773
9263102,61607
9262205,52863
9254412,52786
9252201,173443
9252201,174833
9252202,132911
9252205,119539
9252201,173442
9252205,119722
9252201,173728
9252201,174261
9272825,465
9252450,56791
9252201,173863
9251512,67811
9252543,204181
9262201,51536
9253102,192944
9252205,120803
9252205,121186
9252543,205329
9252543,205191
9242822,594
9252205,119439
9272915,92
9252201,175669
9251512,71492
9242822,817
9253102,193348
9253102,193349
9242564,88
9252202,140903
9262201,51739
9252202,140915
9262450,50506
9242822,919
9252078,58341
9252543,206245
9252475,97266
9272942,15
9272890,69
9262201,51684
9262201,51390
9242822,1209
9252547,939
9262205,50793
9262201,51894
9252202,143110
9252543,121988
9252503,427
9243100,77931
9252201,93689
9252201,100347
9252202,56645
9252205,60701
9252596,123
9252205,60700
9252202,60471
9252543,146789
9251302,2089
9251302,2075
9251302,2090
9251302,2081
9251302,1187
9254412,52711
9254412,52691
9254412,52712
9254412,52687
9252205,119192
9254412,52715
9252201,122960
9252201,173213
9252211,130268
9253102,194692
9252575,50257
9242543,222588
9272971,52
9272971,92
9252202,142049
9272961,5
9252543,208389
9251342,59098
9252039,14874
9251220,31
9251220,32
9251226,36
9252548,52974
9252450,56952
9252052,52588
9251240,44
9251300,6
9242580,411
9272957,119
9251512,73580
9273018,4
9261106,26
9252039,65313
9272947,19
9252548,52977
9272921,17
9272947,33
9232529,1149
9272890,658
9252543,207200
9252201,177950
9262450,51156
9252205,123041
9242822,1879
9242580,1292
9242754,64
9242737,40
9252403,55785
9272915,251
9232529,1024
9272890,272
9252211,130080
9272913,23
9242532,62013
9262201,51321
9252202,143437
9251258,183
9251264,608
9251264,606
9251510,51552
9251510,51551
9251510,51534
9252543,205061
9252204,50804
9252543,206617
9252543,206852
9222344,5454
9252078,58447
9251334,50012
9222344,5455
9262201,50274
9252202,137430
9242822,302
9242580,605
9242610,39
9272915,236
9242632,251
9252435,68887
9242863,37
9252602,50094
9251512,71496
9251512,71497
9252202,142947
9242822,1231
9251303,4
9262475,52292
9262475,52295
9242580,490
9242822,1093
9251313,6
9242867,20
9262201,52060
9262201,52065
9272890,526
9262205,52129
9242866,121
9242580,1229
9262201,52174
9242553,2636
9272942,470
9242729,347
9272942,394
9242849,150
9272942,477
9242822,4066
9262201,52943
9262201,52949
9254412,52671
9252201,173680
9242822,1320
9252202,134734
9252065,50207
9262475,52281
9252205,119983
9242822,1321
9252201,174962
9262201,50324
9252543,205140
9252543,205141
9242822,243
9252202,137427
9242822,1326
9262205,50158
9252543,205296
9252547,693
9262205,50736
9252543,205295
9242552,316
9252543,205142
9272890,527
9262201,50888
9252543,205420
9252201,175364
9262201,50793
9262205,50509
9252547,965
9262201,51067
9262201,51066
9252201,175563
9262201,50993
9262201,50992
9262201,51134
9262201,51130
9262205,50737
9242822,913
9242553,66
9262450,50371
9272890,9
9262201,51242
9262201,51243
9262475,52299
9262201,51241
9262201,51135
9262205,50510
9262201,51106
9242822,1235
9262475,52300
9251313,7
9242822,1233
9242822,1234
9262205,50888
9252211,137114
9262205,50845
9272978,244
9262201,52592
9242822,1173
9252201,178840
9252201,178821
9272982,26
9252201,178820
9252201,178822
9252201,178819
9251305,6862
9252201,178561
9252543,207732
9242580,1409
9252543,207710
9252202,142510
9251305,6871
9252202,141266
9252543,207731
9242819,162
9242507,51964
9252033,67467
9253102,194687
9242602,1514
9252205,126117
9252047,55315
9242596,33
9252026,68633
9252377,52656
9251298,57639
9252548,53030
9242974,111
9262205,53119
9252078,58466
9252201,180313
9252201,180299
9252201,180233
9252201,180234
9252202,144491
9252202,144495
9252202,144492
9252202,144496
9252202,144493
9252201,180231
9252201,180235
9252205,126446
9252202,144510
9252202,144494
9252201,180230
9252201,180232
9252202,144508
9252202,144509
9252205,121651
9252205,121617
9252205,121618
9252202,141099
9252202,141101
9252202,141102
9252205,121619
9252438,52484
9252201,176021
9252201,176022
9252201,176023
9252543,206622
9252201,177272
9251289,57088
9251289,57089
9252547,1126
9252211,79448
9252201,176086
9252202,141267
9252543,207728
9252202,141653
9252205,121883
9262450,50742
9252438,52483
9252202,142101
9252205,121898
9252202,142100
9252202,142099
9252420,50848
9272978,255
9242580,841
9252543,207730
9252201,177271
9252543,207729
9252202,142442
9252202,142403
9252047,55303
9252543,207621
9242822,1737
9252450,56986
9242552,894
9252202,143247
9252208,59137
9252202,142943
9242581,877
9252211,137286
9252450,56982
9251342,59099
9252211,137291
9251279,61733
9252202,144453
9252201,178823
9252202,133690
9251342,58974
9252205,121217
9252475,97038
9252201,174111
9251342,58950
9252237,51665
9252201,174118
9252349,52743
9252211,134568
9252536,52018
9252202,135546
9251287,60461
9252205,119329
9252201,174675
9252201,174728
9252201,174676
9252543,201972
9252543,204973
9253102,192784
9252423,61881
9252039,65290
9252545,60989
9252202,136608
9252201,175015
9252202,136678
9252202,136677
9252500,53063
9252543,204667
9251298,56801
9252201,174895
9252543,205387
9252201,175200
9252543,205310
9252202,137660
9252201,175199
9252543,206576
9252435,68097
9252078,58303
9252052,52584
9252435,67943
9252296,53138
9252201,175664
9251287,60574
9252543,206948
9252332,51245
9252559,50190
9251287,60552
9272971,5
9252423,61958
9252423,61961
9251298,57138
9252565,50235
9262450,50453
9252033,67334
9252543,205900
9252435,68476
9252202,141100
9251513,52069
9252475,96821
9252029,1626
9252241,96
9252201,173638
9252201,173640
9252548,52886
9252211,132370
9252211,132293
9252737,50153
9252543,202781
9252543,202782
9252423,61856
9253102,192037
9251250,57914
9252423,61859
9252434,58768
9252298,52821
9252211,132289
9252201,173014
9253102,191201
920513,3743
9251229,687
9252202,82147
9252543,199544
9252201,172985
9252205,119244
9252423,61782
9252202,19548
9252543,29654
9251160,19583
9251125,726
9251125,728
9251125,730
9251125,732
9251125,723
9251125,731
9251125,722
9251125,721
9251125,729
9251125,725
9251125,734
9251191,11405
9251229,688
9272825,2295
9252475,96857
9252044,51281
9262201,52061
9262201,52828
9262201,52386
9252435,67440
9272957,76
9262201,51100
9242578,21
9242822,1606
9252078,58393
9263102,61594
9251510,51514
9251510,51518
9251510,51667
9263102,61598
9252543,206940
9252202,141447
9252423,62082
9253102,33398
9252202,136503
9272922,508
9262205,51937
9262205,51938
9252078,58438
9242580,1385
9252026,68544
9272890,299
9242580,1386
9242580,1388
9252547,1164
9242553,747
9242822,1974
9242822,1973
9272915,327
9272915,329
9242543,101573
9254412,52740
9254412,52755
9252450,56569
9254412,52808
9251298,55720
9272915,52
9272915,32
9252543,204145
9252201,174666
9252205,120221
9252227,50423
9272915,58
9262201,50854
9272915,90
9252435,68224
9252201,175565
9252201,175691
9242822,1376
9252026,68467
9262201,51573
9252202,141501
9252026,68466
9272915,184
9242580,1017
9242580,1018
9242822,2194
9251258,110
9252423,61797
9252423,61811
9252205,121584
9252543,206931
9252435,68741
9242545,63464
9272960,69
9252543,208411
9272964,44
9242544,1579
9242544,1576
9242544,1582
9242544,1554
9242544,1583
9242544,1580
9242544,1587
9242544,1581
9252201,174674
9252201,174635
9252202,141008
9272961,3
9241239,16
9241241,30
9241239,17
9251510,51589
9272971,15
9242849,19
9252423,62114
9252543,206901
9252423,62132
9252201,176718
9242748,30
9272918,189
9252543,201280
9251316,5801
9252543,208374
9272915,44
9251510,51532
9272915,39
9251510,51591
9252201,173212
9252543,203789
9252543,203893
9262205,50112
9252047,55267
9252201,175239
9252543,204180
9252435,68125
9252543,205624
9252543,205613
9242033,54076
9272890,85
9242580,604
9272942,175
9252543,207598
9262201,52813
9242581,878
9272890,359
9262205,51382
9242822,1743
9272978,256
9252078,58442
9262475,52245
9252078,58451
9242580,402
9242822,1022
9252205,125252
9252201,179147
9252320,52577
9252202,141720
9262205,52733
9252435,69048
9252435,69032
9252543,146787
9252201,120362
9252201,173052
9252616,50037
9254412,52785
9252202,132912
9252543,202283
9252248,71807
9252211,132361
9252475,97104
9252205,119328
9272915,43
9252205,125104
9252211,131344
9252064,52885
9252202,135480
9252543,207643
9242960,3
9242822,4314
9252248,73142
9232244,12008
9251288,203
9252543,206873
9252202,140606
9252503,50920
9252283,50876
9252249,50031
9252202,134914
9272978,15
9272942,197
9273002,119
9252543,204147
9252580,50582
9252201,175303
9252033,67299
9272915,94
9262201,51534
9262201,50839
9252475,97372
9252201,176613
9242822,1208
9262201,51696
9242553,542
9242822,1613
9262205,52367
9272825,2220
9252202,142186
9242822,1614
9242741,41
9272890,304
9262205,52366
9252201,178914
9242580,1401
9242580,1340
9242865,39
9242580,1397
9272890,668
9242822,1317
9272890,667
9262205,52443
9242580,1392
9262201,52543
9242822,1907
9242552,958
9272915,323
9252039,13673
9254412,52699
9254412,52702
9252201,173009
9252202,132666
9254412,52751
9254412,52761
9252202,133359
9242822,1314
9252582,50051
9252030,50817
9252475,97059
9252202,134760
9252202,136140
9252202,135753
9252531,54944
9252201,174839
9272915,46
9252450,56792
9252450,56712
9262201,51535
9252450,56795
9252450,56805
9252450,56680
9251510,51503
9252435,67980
9273018,36
9252248,72931
9252423,62122
9252078,58409
9252039,65312
9272890,653
9273018,35
9252202,139685
9252033,67248
9261129,276
9252543,208043
9251312,12
9251328,22
9251300,182
9252202,142922
9251332,34
9252435,68740
9252202,136611
9252202,136081
9263100,172
9272971,27
9272971,26
9251510,51548
9251510,51595
9253102,194231
9242566,219
9262201,52173
9262201,52594
9242560,323
9242580,1356
9242553,2596
9242580,1362
9242580,1453
9242580,1410
9242580,1297
9242564,267
9262201,52744
9242580,1502
9242819,184
9242867,29
9242580,1501
9242586,323
9242580,1457
9242580,1454
9242580,1357
9262205,52649
9242553,511
9242559,487
9242580,1363
9242580,1364
9242580,1365
9242822,4102
9242580,1538
9242553,2593
9242580,1541
9242580,1550
9242854,161
9242754,72
9242580,1544
9262201,51152
9262205,51792
9262201,51179
9262201,51182
9262201,51161
9262201,51162
9242610,42
9252056,51183
9242822,1087
9242841,49
9262205,50745
9262205,50747
9262205,50746
9242822,1108
9262205,50744
9272825,1868
9242822,1096
9242558,483
9242822,1097
9242822,1088
9242822,1369
9242822,1110
9242822,1368
9242822,1111
9242822,1041
9272825,1925
9272890,264
9272915,238
9242580,1099
9272890,262
9272890,265
9242580,737
9262201,51916
9272890,261
9262450,50841
9262450,50842
9242580,727
9242841,46
9242643,286
9242602,1621
9262450,50806
9262450,50805
9242741,43
9242580,1097
9272942,241
9242553,386
9242559,485
9272890,397
9262201,52310
9272942,240
9272890,356
9252026,68524
9242553,414
9242580,1458
9272890,415
9272890,414
9262201,52198
9272942,262
9242553,454
9262205,52122
9262205,52127
9262201,52200
9252248,72827
9242822,1350
9242822,248
9262201,50706
9252201,175299
9262201,50734
9252078,58283
9252547,691
9252475,97232
9242822,1333
9252205,121147
9252026,68163
9252475,97231
9242552,318
9242822,262
9252543,205509
9252423,61953
9252060,52713
9262201,50906
9262205,50237
9262201,50887
9262201,50770
9252047,55280
9252201,175329
9252201,175338
9252543,205414
9252297,54182
9262201,50771
9252543,205413
9262205,50220
9252543,205405
9262201,50762
9262201,50769
9252047,55281
9262423,26
9262423,28
9272890,13
9242822,1349
9242822,1330
9242822,1332
9262205,50666
9242822,1109
9262450,50450
9242580,24
9252078,58319
9272825,1872
9272954,127
9272954,124
9272954,123
9272954,122
9272954,128
9262201,51160
9262201,51149
9262201,51150
9262201,51180
9262201,51183
9262201,51159
9262201,51184
9262201,51151
9252201,173372
9252201,173373
9252201,173374
9252202,132982
9252201,173474
9252543,200883
9252543,200884
9252543,202224
9252543,202214
9252047,55187
9252201,173703
9252450,56615
9252201,173708
9252450,56614
9252450,56616
9252064,52870
9252201,173567
9252201,173566
9252201,173570
9252201,173565
9252543,201120
9252201,173564
9252201,173568
9252543,200886
9252201,173563
9252201,173569
9252450,56586
9252201,173447
9252201,173449
9252201,173448
9252205,119807
9252205,119806
9252543,202524
9252543,202225
9252201,173778
9252201,173771
9252064,52889
9252205,119989
9252064,52888
9252205,120071
9252205,120072
9262201,51520
9242822,1331
9252202,69063
9252202,58398
9252201,9
9242205,61716
9252205,19755
9252205,19761
9252543,33854
9242534,1232
9242026,14651
9252039,5235
9242506,3322
9252201,109358
9252202,70243
9252201,106227
9252543,140734
9252450,3633
9252543,89694
9252205,16211
9252205,36484
9252201,64019
9252205,36485
9252202,29326
9252205,14425
9252201,67702
9252205,59311
9252450,3632
9252201,64017
9252201,96866
9252201,25623
9242506,2526
9252205,19756
9242496,1215
9252202,80422
9252201,96867
9252205,36486
9252450,3634
9242512,1595
9242543,92958
9252201,25632
9252201,25626
9242437,9631
9242437,8069
9252205,19760
9242543,92959
9252205,19762
9252201,23502
9242506,2525
9252202,16988
9242506,2524
9242512,1596
9252205,19753
9252201,66189
9252205,36984
9242543,45752
9242543,42984
9252026,2990
9252202,21853
9242205,83379
9242205,68688
9242205,81941
9242543,141155
9252543,54744
9242431,1872
9252543,127473
9252423,8404
9252543,127470
9252202,59644
9242030,281
9242512,1594
9252205,59182
9252205,59185
9252205,59180
9252205,59181
9252205,59183
9252205,59184
9252205,59179
9252205,59186
9252205,59187
9252543,127565
9252205,19758
9253100,67985
9241190,976
9252201,172991
9252202,132454
9252201,172903
9252543,200354
9252202,132600
9252426,50649
9252211,132366
9252202,137702
9252201,173140
9252205,119288
9252435,67310
9251510,51494
9252202,134620
9242553,8
9252202,135708
9252543,204126
9252202,136830
9252201,175770
9252423,61879
9252543,204758
9251287,60465
9252201,175217
9252201,175182
9252201,175316
9252211,131190
9272957,140
9272957,84
9252202,141013
9252547,1054
9252201,175693
9252201,175723
9252382,50620
9252201,175713
9252745,174
9252205,120596
9252201,175692
9252205,121689
9251298,57279
9263102,53411
9252435,68774
9242580,606
9252475,97691
9262450,50672
9252033,67357
9272915,229
9262450,51106
9262450,51105
9252201,177060
9252543,206130
9252420,50849
9272989,147
9272989,148
9252543,207783
9272989,143
9272989,144
9272989,145
9252202,143251
9242918,105
9252205,122388
9262450,51101
9262201,52728
9272989,146
9263102,59363
9242553,735
9242563,94
9252211,137828
9252202,143890
9262201,52741
9242553,671
9252202,143722
9262201,53088
9252201,180604
9242578,758
9252202,144638
9252201,180559
9262201,52867
9252205,126403
9252543,208404
9252475,96665
9251510,51716
9262475,51293
9252532,50014
9252202,141009
9252543,206321
9242543,222583
9252201,176720
9242602,922
9242857,62
9262450,50856
9251316,1470
9273002,126
9272913,37
9272913,38
9272913,36
9272913,39
9252543,204329
9252202,136339
9252420,50844
9251513,52530
9252201,176413
9252202,143133
9252435,67441
9252548,52979
9252435,68635
9242204,51731
9262450,51048
9262450,51162
9242580,1398
9273018,2
9272921,18
9272921,19
9252060,52715
9252201,175832
9272915,4
9242816,114
9262205,50491
9262450,50629
9272972,41
9242553,257
9262201,51743
9252476,54363
9273002,122
9262201,52443
9272825,2221
9262450,51143
9272918,16
9242822,1979
9242918,138
9272942,406
9254412,52778
9254412,52765
9252205,119631
9251250,57915
9252202,133363
9252202,135877
9252202,135661
9272947,34
9252211,135044
9251136,583
9251136,582
9261106,27
9254412,52714
9254412,52724
9252201,174960
9252201,174961
9262205,50157
9252543,205293
9252046,53850
9252543,205292
9252543,205294
9252543,205291
9252543,205139
9262201,53073
9262201,53072
9262201,52942
9242553,2640
9242553,2638
9272942,469
9262201,50995
9262201,50997
9252201,175365
9262201,51064
9262201,51065
9262475,51417
9262201,50994
9262201,50996
9262201,51063
9262201,51132
9262201,51133
9262423,63
9262201,51131
9262450,50370
9242822,1435
9252547,1091
9262201,51105
9242580,488
9262475,52285
9242822,1230
9242580,489
9242580,1237
9242822,1555
9242822,1172
9242822,1553
9242642,107
9242822,1554
9262205,50887
9272825,2213
9272890,652
9242580,1223
9242580,1226
9242580,1215
9242580,1219
9242553,434
9242580,1212
9242580,1230
9242580,1228
9272890,617
9272942,430
9272942,395
9272890,485
9242580,1492
9262201,50157
9262201,50158
9262201,50159
9252201,173727
9252205,119638
9252201,174394
9252201,174393
9252201,174407
9252201,174408
9252202,134733
9242822,251
9252202,137426
9242822,245
9242822,247
9262450,50323
9252205,125144
9252205,125078
9242580,1328
9272982,293
9262475,53042
9252435,69074
9272998,101
9272998,102
9252205,126116
9252202,143880
9242039,18915
9242553,1574
9254412,52744
9252026,67803
9252205,120247
9252543,202170
9252531,54891
9272915,50
9251510,51602
9252201,174542
9252202,134935
9252543,205063
9252475,97073
9252201,176336
9252205,119751
9272915,146
9252475,97544
9252201,178008
9252205,122922
9252201,178006
9252201,178005
9262450,50936
9272890,291
9242580,962
9242553,923
9252201,178007
9263100,729
9252205,125077
9272982,241
9242822,600
9252202,137865
9272957,54
9242580,505
9272989,158
9252062,54958
9252202,134711
9242602,133
9272971,11
9272957,41
9252205,122218
9272989,157
9272989,187
9272989,152
9272989,183
9272989,149
9272989,182
9272989,184
9272989,150
9272989,151
9273018,28
9251231,30
9252202,136622
9251513,52546
9272915,256
9252201,175376
9272942,198
9272957,62
9252202,143007
9272989,191
9272915,24
9252543,204251
9252450,56777
9272915,18
9252202,135945
9252202,137226
9252543,204941
9252205,120220
9252538,50043
9272915,72
9252201,175296
9252543,205331
9252201,175293
9251510,51698
9252543,205533
9252377,52604
9252435,67847
9252202,138076
9242822,836
9252202,134039
9242642,105
9272915,138
9252026,68468
9262205,50722
9242580,833
9252536,52082
9242870,21
9262201,52013
9242553,275
9242580,955
9242580,961
9272915,202
9262450,51109
9262201,52349
9252202,144098
9252543,208370
9252543,208551
9242578,752
9242971,16
9252047,55166
9252545,60930
9252516,50216
9252435,67332
9252543,200292
9252201,173380
9261129,39
9252211,131045
9252201,174848
9252611,50170
9251342,58976
9252201,174285
9252543,203274
9252450,56646
9252450,56639
9252543,204355
9272915,19
9252039,14863
9254412,52722
9254412,52703
9252039,14872
9252039,14867
9252039,14862
9252039,14868
9252039,14866
9252039,14871
9252039,14865
9252039,14869
9252039,14870
9254412,52689
9251229,34
9251229,129
9262450,50138
9262201,52055
9262205,52405
9272915,299
9252205,119437
9252202,132959
9252211,131363
9252211,130701
9252202,133021
9253102,192057
9252211,133776
