Load Record,Item Number
9252543,204263
9252543,202746
9252543,204066
9252202,133652
9251298,56391
9251289,56524
9252543,199878
9252202,133743
9252543,199925
9242759,5
9252201,174325
9252201,174326
9252543,205920
9252205,119952
9252201,174327
9252205,119949
9252202,132718
9252205,119954
9252201,173118
9252201,174328
9251342,58972
9252205,119950
9252205,119951
9252202,132720
9252201,173138
9252201,173119
9252202,132559
9252202,134576
9252201,173043
9252202,134595
9252543,203179
9252205,119236
9252205,119849
9252205,119243
9252205,119235
9252201,173129
9251298,55825
9251342,58968
9252033,66726
9252043,52681
9252202,134580
9252543,203273
9252543,203272
9252205,119900
9252205,119953
9252543,202916
9252543,203055
9252205,119259
9252205,119268
9252202,134253
9252435,67325
9252202,137708
9252202,137710
9252202,137712
9272921,23
9252202,137657
9272921,29
9272921,21
9272921,26
9252543,205208
9272921,20
9251342,59038
9252202,137747
9272947,37
9252202,137734
9262201,50796
9252026,68075
9252543,205092
9252545,61031
9252543,204998
9252543,204078
9252202,136918
9252202,136757
9252202,136687
9252202,136689
9252202,136688
9252202,136657
9252202,136673
9272921,37
9272921,22
9272921,24
9272921,25
9272921,28
9272921,30
9252202,135511
9252208,58973
9272947,25
9272947,24
9272947,36
9272947,38
9272947,23
9252548,52922
9252202,135910
9262201,50309
9252435,67443
9252543,200592
9252202,138303
9252423,61877
9252435,67447
9252033,67162
9252202,133653
9252202,133651
9252205,119234
9262475,50380
9252543,199927
9252205,119233
9252202,137110
9253102,193589
9252470,51220
9252201,175733
9252202,139862
9262450,50396
9252211,135895
9262450,50398
9252201,175714
9252543,205890
9262450,50376
9252543,205921
9252543,205923
9252543,205888
9252543,205960
9252543,205926
9252543,205962
9252543,205964
9252543,205917
9262450,50377
9252597,50149
9252201,175644
9252543,203056
9272825,1129
9242543,222582
9252543,203112
9272957,97
9272957,108
9272957,95
9252548,53001
9272957,96
9272957,94
9272971,17
9252742,50500
9252205,121287
9272957,60
9272957,59
9272957,61
9252742,50501
9252206,50165
9253102,193459
9272971,3
9252469,50178
9251344,881
9252548,52997
9251344,882
9272957,52
9252202,134594
9252202,134578
9252202,134577
9252450,56951
9252202,138827
9252033,67251
9252450,56948
9252450,56592
9252435,67857
9252202,137249
9252201,175323
9252202,141687
9252543,207002
9252202,137751
9272921,27
9252202,137705
9252202,141064
9252202,141066
9252202,137707
9252202,141065
9252202,141062
9252202,141071
9252202,141068
9252202,141069
9252202,141070
9252202,137713
9252202,141072
9252202,137735
9252201,175226
9252435,68404
9252201,175232
9252201,175224
9252201,175225
9252201,175231
9252201,175230
9252202,137750
9252202,137749
9242581,787
9252201,175233
9252580,50569
9272825,1677
9252202,142037
9252543,206332
9262450,50503
9253100,70600
9262450,50501
9251289,57017
9252543,207351
9251289,57028
9272825,1312
9251512,72793
9272825,1301
9262450,50487
9251289,57026
9252202,136691
9252202,140518
9252202,140572
9252211,136228
9252202,141060
9252202,141411
9252201,176046
9252547,1033
9252543,206148
9252201,175779
9252202,140035
9252403,55553
9252202,137709
9252543,206146
9252026,68254
9252202,140025
9252202,138432
9252201,175218
9252296,53151
9252543,206131
9252202,138434
9252543,206184
9252026,68253
9252543,206149
9251298,57292
9252201,176783
9252202,141516
9252423,61988
9252543,206753
9272947,39
9252202,141315
9252202,136693
9252202,136676
9252202,141246
9252202,141220
9251298,57291
9252202,136659
9252435,68467
9252202,136658
9252202,141254
9252202,136675
9252543,206923
9252202,141280
9252202,141160
9252205,121625
9252202,141247
9252202,136694
9251289,57079
9252205,121630
9252201,176047
9252205,121641
9252202,141156
9252205,121632
9252202,141158
9252202,141159
9252202,141154
9252202,141123
9251511,50266
9252202,141111
9252202,141109
9252205,121660
9252202,141112
9252202,141113
9251511,50268
9252205,121642
9252202,141107
9252205,121628
9252205,121634
9252202,141106
9252202,141155
9252202,141108
9251511,50265
9252202,141110
9252202,141157
9252202,137711
9252202,141067
9252202,137746
9252201,176001
9252202,137704
9252202,141063
9252201,176019
9252201,175219
9252201,176002
9252201,176003
9252202,137748
9252202,141061
9252201,176004
9252202,137706
9252543,205916
9252543,205956
9252543,205957
9252507,1861
9252435,68802
9252201,177247
9252543,207700
9252543,207702
9252205,122552
9252201,177107
9252202,142473
9252201,177697
9252543,205892
9242560,274
9252543,205915
9252202,142418
9252543,205891
9262475,52335
9252201,177245
9252202,142415
9252201,177286
9252205,122805
9252543,207715
9252202,142536
9252205,122804
9252202,142496
9252202,142788
9252543,205889
9252205,122803
9252543,205958
9242629,24
9252384,51570
9262450,50746
9252201,176870
9252202,142096
9252543,207003
9252201,176758
9252201,176886
9252201,176784
9252750,50298
9252543,207022
9252543,207029
9252202,142113
9252201,176772
9252201,176763
9252543,207024
9252435,68730
9252543,205924
9253100,71630
9242602,1080
9252409,50442
9242558,376
9272978,117
9252423,62123
9252211,137121
9253100,71514
9252205,122122
9252543,207703
9252205,122103
9252201,176885
9252543,207115
9252423,62092
9252201,176799
9262450,50983
9262450,50972
9252202,142934
9252229,50174
9252202,143616
9273002,52
9252202,143048
9252201,178284
9252543,207823
9252248,72944
9252543,207818
9262450,50974
9242534,51498
9252543,205922
9253100,71565
9252202,142482
9252543,205965
9252543,205918
9252543,205963
9252202,142576
9252543,206183
9252202,142421
9252202,142427
9252543,205919
9252543,205961
9252201,177313
9252543,205887
9252202,143154
9252543,205885
9252543,205925
9252543,205886
9252201,177255
9252201,177250
9252202,142484
9252202,142490
9252201,177252
9252202,142481
9252201,177246
9252518,50092
9252205,122547
9252202,142485
9242814,36
9252202,142570
9252202,142486
9252202,143075
9252475,97771
9252201,177295
9252543,207739
9273002,115
9252202,142519
9252202,142132
9252202,142518
9252543,205959
9252201,177293
9252202,142467
9252202,143400
9252202,82143
9252543,206182
9252543,207639
9252202,81441
9252201,178966
9252202,144486
9252202,142087
9252435,68468
9252205,121626
9272960,78
9252201,177297
9252202,142095
9252561,50132
9252543,207718
9252202,142088
9263100,555
9252052,52604
9273002,105
9252205,120799
9252574,50395
9252202,142474
9252202,82141
9252205,68982
9252543,207004
9252202,81444
9252201,178559
9242545,63467
9251316,1710
9242794,124
9252471,52900
9252252,50947
9252435,68780
9252201,177291
9252202,142420
9252078,58392
9251316,4875
9252201,176887
9252202,142575
9272918,33
9252202,143705
9252332,51249
9273002,123
9252202,142495
9252029,51800
9252201,176800
9262450,50977
9252506,50931
9253102,194495
9251305,2949
9253102,194492
9262450,50978
9252202,143063
9252202,82142
9252202,143052
9252202,143796
9252202,141252
9252202,141251
9251316,4859
9252543,207716
9252078,58448
9252202,142426
9252201,176884
9252202,143449
9272982,147
9252205,123087
9252205,125091
9252202,143033
9252205,125001
9252202,142065
9252503,50907
9252205,125106
9252201,178833
9252202,142483
9252201,178814
9252201,178876
9252201,178841
9252202,142494
9252201,176798
9252202,142089
9252201,178153
9252201,177288
9252201,177298
9252456,50194
9251316,4661
9252211,137437
9252202,144483
9252752,50299
9252543,207717
9251305,6524
9251305,6523
9252533,53740
9252435,68473
9252202,143031
9252201,178839
9252202,142093
9252202,142090
9253100,72037
9252205,121627
9252205,121643
9252201,176745
9252201,178842
9252202,136690
9242553,794
9252201,178815
9252201,178811
9252201,178832
9252201,178812
9252201,178813
9252201,178810
9252205,121635
9252202,142097
9252202,142094
9252205,122383
9252205,69166
9252543,208396
9252201,176759
9252205,125460
9252543,207025
9252202,141268
9252045,54374
9252543,207738
9252201,177251
9252202,136654
9252201,177253
9252202,142466
9252201,177292
9242570,615
9252201,176802
9252543,207699
9252201,177289
9252202,144004
9252543,147401
9252201,176801
9252202,142475
9252202,142107
9252435,68474
9252201,178753
9252045,54373
9252201,177249
9252543,207706
9252435,68773
9262450,51165
9252201,177294
9252201,176761
9251247,62201
9252202,142108
9252543,207704
9252202,141253
9252201,177248
9262450,50971
9252205,121672
9252297,54207
9252202,136656
9252201,176760
9251316,5376
9252201,176888
9252202,143032
9252041,2676
9252202,141241
9242974,110
9252201,177299
9252201,179236
9252202,142488
9252205,69153
9242774,330
9252543,207081
9252201,176762
9252543,207701
9252543,208388
9252202,142487
9252205,122121
9273019,31
9252201,177290
9252543,207698
9252543,207023
9252202,142066
9252202,136674
9252202,136672
9252202,144593
9242822,3897
9252202,144513
9252205,126340
9252202,144519
9252202,144511
9252202,144515
9252201,180154
9252202,144595
9252201,180150
9252201,180152
9252201,180155
9252202,144521
9252202,144514
9252201,180153
9252202,144512
9252201,180151
9252201,180200
9252201,180203
9252202,144499
9273018,17
9252201,178834
9252205,120117
9272942,463
9252205,68851
9252205,68822
9262201,52816
9252201,177254
9252548,53032
9242822,2096
9252475,97064
9252507,1860
9252201,178878
9252202,144382
9272982,454
9252202,144518
9252202,144520
9242578,733
9252205,121662
9252201,178836
9263102,58956
9252202,136655
9252205,69154
9252205,121671
9252201,178877
9252201,178879
9253100,72273
9262475,52989
9262450,51321
9252202,144753
9252201,178835
9251513,52715
9252202,142489
9262450,51322
9272918,465
9252248,73128
9252202,144380
9252752,50300
9251316,7075
9252205,121661
9252201,178880
9252205,126574
9252543,207026
9252543,207705
9252205,126547
9262450,51467
9242854,164
9262475,53432
9242822,3968
9242962,213
9242870,44
9273025,68
9273025,49
9242822,5902
9252205,126620
9273025,32
9251305,8526
9262209,51
9273025,37
9253102,194784
9242971,65
9252202,144547
9252543,208676
9252202,144545
9252202,144484
9252202,144473
9252201,180156
9251305,8165
9252202,144596
9252202,144548
9252202,144549
9252202,144546
9252202,144550
9252202,144551
9252201,180206
9252202,144507
9252202,144569
9252202,144475
9252202,144566
9272989,728
9252201,180199
9252201,180149
9252205,126413
9242822,3874
9252202,144501
9242822,3877
9242822,3899
9273018,26
9242822,3880
9252202,144594
9252201,180208
9252202,144477
9252202,144476
9252201,180226
9252201,180228
9252201,180224
9252201,180201
9252201,180227
9252201,180225
9252202,144485
9252202,144517
9242563,129
9252201,180207
9252202,144599
9252201,180204
9252201,180205
9252202,144570
9252201,180202
9251340,1726
9251340,1800
9251340,2182
9251340,1477
9251340,1374
9251340,1335
9251160,26144
9251160,26143
9261100,50980
9272752,712
9242569,134
9242553,1177
9252297,54216
9252543,208410
9251316,5800
9251305,6991
9251316,2688
9252201,178281
9252026,68539
9252202,142833
9252202,142898
9252543,207068
9262450,50550
9242833,11
9272978,32
9252205,121595
9262475,51859
9252475,97388
9242578,141
9252202,140654
9252543,207199
9252450,56961
9251513,52341
9242882,2
9242552,650
9272825,933
9242552,628
9251513,52304
9251512,70678
9262450,50230
9251512,69854
9252202,137467
9252026,68181
9251298,56021
9251287,60502
9272902,65
9252202,136328
9261129,176
9272902,377
9252543,201311
9272902,156
9262450,50085
9272902,66
9272902,64
9252211,133026
9272902,101
9252543,203800
9252211,132538
9251298,54554
9252208,58721
9254412,52698
9254412,52688
9251264,1123
9251264,1124
9242324,374
9253102,127391
9253102,127382
9252201,173008
9262205,50225
9272915,98
9262201,50826
9242822,372
9251510,51701
9251512,69989
9262201,50740
9252548,52982
9242822,300
9272958,15
9251342,59035
9252543,201146
9252202,137449
9242822,277
9251510,51671
9242822,278
9251512,69253
9253100,68998
9253100,69000
9253100,69002
9253100,69004
9253100,68996
9253100,68997
9253100,68999
9253100,69001
9253100,69003
9253100,68994
9253100,68995
9253100,69005
9253100,69006
9252543,204928
9252548,52988
9253100,68977
9252026,67830
9272927,218
9251512,69254
9252201,174862
9272902,369
9272902,370
9252026,67849
9252420,50843
9252043,52685
9252543,203796
9251510,51546
9252202,134436
9252211,132451
9252543,202751
9252211,131461
9262201,50129
9252202,133020
9252543,201084
9252543,200666
9252201,173413
9272998,407
9272998,294
9272998,296
9252249,50028
9251316,7013
9242580,1498
9252202,144273
9252211,137683
9272989,794
9272918,137
9242794,127
9242564,301
9242558,582
9272918,89
9272942,358
9262201,51252
9252205,125096
9262205,50734
9252205,123809
9242560,239
9252547,1165
9251316,5786
9252205,124183
9262201,52732
9272942,214
9252506,50939
9252543,207649
9262201,51779
9242580,836
9242580,842
9262201,51777
9242580,832
9242836,31
9252201,176726
9262201,50903
9252201,176417
9252202,141500
9252543,206853
9262201,51778
9242580,502
9272825,1891
9242580,236
9242580,235
9242580,739
9272922,1094
9252531,54954
9272957,88
9252547,802
9242822,608
9251510,51788
9252573,50292
9272825,707
9262201,50862
9262450,50757
9252078,58038
9242822,1921
9242822,1920
9262475,52822
9242825,9
9262475,52821
9252026,68548
9262205,52135
9242553,321
9252573,50341
9272942,231
9242563,110
9252205,125501
9252201,179260
9251316,4738
9272989,594
9252201,177070
9242629,58
9262450,50670
9251291,3270
9251291,3274
9253102,192683
9252644,50578
9242629,45
9242629,44
9262450,50626
9253100,71306
9263102,53987
9252543,206637
9252205,121457
9252547,1086
9251289,57006
9252202,140362
9252202,140240
9252202,139868
9272957,99
9253102,193438
9251289,56865
9251289,56860
9252202,144875
9272998,321
9242553,2603
9253100,72290
9252543,208441
9252201,12102
921113,127246
9251199,200
9251199,204
9251291,3271
9251291,3273
9251291,3269
9262201,50683
9262201,50682
9242822,354
9262201,50608
9252547,682
9242552,392
9262423,12
9262205,50155
9242965,49
9262201,50570
9252026,68140
9252547,594
9252033,66806
9252450,56864
9262201,50256
9242533,54987
9262201,50254
9262201,50255
9262205,62
9252205,120080
9262205,61
9252205,120083
9252201,174053
9252543,202166
9252047,55184
9252543,202165
9252366,50148
9252047,55178
9252205,119441
9252543,200842
9252201,173466
9252201,173465
9252543,202167
9272890,135
9242794,78
9242580,423
9242580,518
9272890,113
9272890,112
9242580,519
9272942,36
9242558,416
9272942,23
9242580,363
9242580,365
9242580,364
9242580,362
9242580,367
9272954,101
9242580,366
9262205,50604
9262205,50570
9262205,50587
9262205,50571
9242706,2
9272825,1802
9272954,56
9262450,50433
9262450,50429
9262450,50432
9262450,50431
9262450,50430
9262450,50348
9242822,618
9252202,138677
9242822,559
9272825,600
9262201,50789
9242822,415
9242822,416
9242822,413
9242822,419
9242822,420
9242822,422
9242822,418
9242822,378
9242822,417
9242822,421
9242822,423
9262201,50684
9242882,32
9262201,52549
9262205,52667
9242553,532
9262450,51242
9262201,52550
9242665,195
9262205,52666
9242665,190
9242784,76
9242700,139
9272942,339
9242643,281
9262475,52811
9262201,52306
9242580,1158
9272890,424
9242882,22
9272942,298
9272942,312
9272942,253
9242553,635
9272942,299
9272942,245
9242867,24
9242841,68
9242580,1165
9242779,99
9242553,634
9272928,88
9242966,23
9272934,42
9242841,47
9262201,51773
9262450,50801
9262450,50800
9242749,10
9262450,50803
9262450,50804
9262450,50802
9242870,7
9242558,323
9242564,210
9242580,417
9242580,418
9272890,82
9272942,28
9242563,82
9272890,136
9242582,9
9251340,602
9251340,1445
9251340,1611
9221224,7455
9221224,7454
9251340,2338
9261100,50983
9261100,50986
9261100,50985
9261100,50984
9261100,50987
9261100,50988
9261100,50955
9261100,50904
9261100,50917
9261100,50941
9261100,50882
9261100,50893
9251340,1590
9251340,2327
9251342,59007
9251513,52157
9251513,52198
9272921,31
9252202,136335
9261129,174
9272902,348
9272902,293
9272902,292
9272927,48
9261100,50894
9272902,179
9262475,421
9261129,264
9261129,198
9261129,213
9252202,133954
9252078,58094
9252536,52012
9261129,214
9252450,56600
9261129,142
9261129,83
9251513,52041
9251513,52007
9272902,158
9242557,119
9242918,46
9251513,52543
9263102,53200
9252202,140649
9252543,206235
9252202,140307
9252547,1037
9252202,140028
9252202,140029
9252202,140027
9252202,139926
9252202,139925
9252202,139927
9252202,139911
9252202,139910
9252475,97330
9251513,52661
9251513,52613
9251513,52117
9251513,52478
9251513,52427
9251513,52414
9252205,126597
9251316,6985
9251289,57274
9252202,144427
9242581,940
9252202,143667
9252202,143676
9272960,76
9242578,616
9252202,143718
9251316,2975
9252205,123456
9263102,56863
9263102,57207
9252047,55309
9242555,62
9252475,97703
9242580,1535
9242818,34
9252201,180304
9272969,295
9242580,1478
9242580,1494
9262201,52935
9242553,612
9272942,396
9272890,651
9262450,51213
9262450,51409
9242580,1246
9242580,1247
9262201,52361
9242848,113
9262205,52412
9262205,52137
9262205,52120
9242580,1239
9242822,1891
9242822,1899
9252547,1315
9242558,570
9242822,1892
9272825,2206
9242822,1551
9262450,50807
9242580,725
9242569,98
9242822,1550
9262450,50808
9272942,189
9242580,486
9242580,485
9242580,659
9242822,1099
9242822,1098
9242580,484
9242822,1223
9252543,205286
9252543,205137
9252201,175179
9252041,52735
9242580,487
9252201,174958
9262450,50447
9252201,174400
9252201,174395
9252201,174401
9252205,120088
9252205,119810
9252201,173572
9252543,200987
9252201,173459
9252201,173508
9252201,173458
9252543,200882
9242822,1166
9242822,1100
9242822,1224
9242822,1165
9252026,68455
9242822,1167
9272825,1871
9262201,51163
9262201,51164
9262201,51194
9272954,57
9252201,175988
9252543,206575
9242610,40
9262205,50478
9262201,51125
9252543,206574
9262450,50448
9262450,50449
9262450,50373
9242971,13
9252297,54184
9252201,175562
9262205,50270
9262201,51061
9262201,50999
9242822,1347
9242822,1348
9272778,68
9252201,175367
9252273,51384
9262205,50207
9252543,205412
9262201,50784
9262205,50147
9252297,54175
9252543,205284
9252205,121172
9252543,205285
9252543,205287
9242580,1536
9252201,180035
9262201,52934
9262201,52937
9242645,41
9262201,52936
9251160,23316
9252205,67657
9254422,113
9254422,111
9251160,12987
9251160,12986
9251229,351
9251324,244
9251324,245
9251274,28
9251229,357
9251166,5149
9251512,6191
9251166,5133
9251166,5150
9251166,5132
9251160,11110
9251512,6187
9232360,812
9242201,1235
9252026,1750
9251160,12998
9253100,69052
9252435,67489
9253100,69054
9252644,50582
9261129,169
9261129,157
9252026,67878
9252543,204361
9252543,204280
9251289,56527
9252046,53828
9252202,138464
9252211,132409
9252543,202993
9252201,174143
9261129,160
9261129,68
9252543,200746
9261129,51
9251513,52076
9251513,52034
9272998,415
9273025,39
9242558,651
9242822,3732
9251305,8087
9263102,60667
9272981,108
9242762,9
9272982,189
9272989,651
9272982,171
9263102,59374
9252205,125092
9252205,124930
9252503,50923
9251166,5151
9273002,16
9273002,17
9242560,306
9252205,122726
9251513,52659
9252205,122729
9242560,307
9252201,176458
9252205,122703
9252033,67379
9252536,52080
9242642,86
9252033,67373
9252211,137077
9263102,54533
9263102,54532
9263102,54536
9252543,206624
9242779,16
9251166,5162
9272825,1204
9252211,135674
9252211,135668
9252211,135670
9252211,135676
9252211,135672
9252211,135675
9252211,135669
9252211,135673
9252211,135677
9252211,135667
9252211,135665
9252211,135671
9252211,135666
9262475,51375
9251513,52293
9251513,52429
9252051,51269
9252248,71864
9263102,54534
9252202,137773
9263102,54535
9252208,58985
9251194,1543
9251194,1553
9251194,1562
9251194,1545
9251194,1549
9251194,1551
9251194,1534
9251194,1555
9251194,1530
9251194,1547
9251194,1537
9251194,1564
9251194,1532
9261100,50877
9251288,281
9251166,4792
9251166,4793
9251166,4791
9251166,4576
9251166,4790
9251194,1571
9252543,201880
9252543,201665
9252543,201666
9252205,121773
9242578,293
9263102,53341
9242866,19
9262450,50560
9262475,51830
9252543,203830
9252543,202704
9253100,70395
9251289,57014
9251289,56932
9272971,98
9252202,134918
9272957,106
9272957,81
9242822,778
9252201,175433
9272891,340
9252434,59308
9252202,137123
9251510,51750
9252202,136827
9272927,283
9252202,136302
9252202,133413
9251289,56293
9252543,202708
9242822,4038
9272998,416
9251305,6869
9242822,2721
9242581,957
9272982,473
9252201,178686
9242897,139
9272989,596
9251316,6958
9272982,267
9251247,62202
9252380,50566
9252211,137443
9272982,149
9272982,148
9251305,6351
9251316,4680
9251305,3712
9252464,52577
9272918,15
9252201,178633
9251305,7888
9252247,50177
9252201,178461
9252211,137307
9252435,68888
9251305,1834
9251305,1911
9252543,207288
9263102,56026
9272825,865
9252543,207577
9252202,142297
9242570,439
9262475,52347
9251305,1052
9252201,177064
9242580,763
9242774,134
9252423,62086
9263102,54700
9262205,16
9272825,1878
9252201,173700
9252324,50791
9252543,201984
9252543,201115
9252543,200840
9272825,1812
9272825,1813
9272825,1811
9272954,55
9242610,41
9262201,51138
9242822,995
9252547,1104
9262205,50521
9262450,50428
9242822,879
9262205,50332
9242822,558
9242552,488
9252026,68224
9242822,424
9242822,425
9242822,353
9262201,50681
9262201,50680
9262423,20
9252547,389
9252450,56894
9252201,174954
9252450,56932
9252205,120104
9252205,120078
9262205,65
9262450,50572
9252543,202162
9262450,51241
9242553,592
9242553,636
9242700,138
9242579,39
9262201,52228
9262201,52304
9262201,52301
9242553,401
9242558,493
9262201,52210
9242962,177
9242553,637
9242863,18
9262201,51909
9262450,50838
9272825,2041
9242741,28
9272825,2046
9272825,2040
9242580,416
9252543,201983
9251166,4598
9251340,315
9251340,423
9251340,1660
9251340,1802
9251340,2348
9252475,96536
9251340,2438
9251211,3575
9251211,3570
9251340,2339
9251340,2519
9251340,1277
9251340,2030
9251340,214
9251329,15
9251329,16
9251335,25
9251335,24
9251340,2092
9251340,2322
9251340,2682
9251340,2681
9261129,98
9261129,55
9261129,35
9261129,56
9251513,52031
9251513,52033
9252475,96648
9252205,119315
9252475,96541
9252205,121342
9252026,68310
9242602,587
9272971,66
9252211,132398
9272971,25
9251513,52319
9272825,824
9252033,67342
9252202,138997
9262201,50835
9252543,205396
9242552,431
9252400,52118
9252575,50246
9242552,819
9251302,52928
9272927,85
9272902,267
9252201,175117
9251512,69012
9252211,134556
9262205,50104
9252543,204621
9261129,137
9252547,80
9242965,43
9272902,402
9252211,133895
9272902,401
9272902,400
9252450,56828
9252450,56713
9272902,294
9272902,302
9272902,188
9272902,159
9252211,133301
9272902,5
9252205,119745
9252475,97000
9252202,133153
9261129,92
9273004,139
9273004,142
9242578,748
9252205,126322
9252297,54257
9252205,126347
9252202,144466
9252205,126331
9242848,120
9242572,374
9273004,70
9242602,1813
9273004,69
9242854,152
9252202,144457
9252205,126254
9242784,85
9252201,179356
9242805,32
9242602,1667
9252205,125921
9252543,208446
9242558,605
9252202,143862
9252202,143758
9251316,4734
9252543,208229
9252403,55656
9252403,55657
9263102,58466
9272982,66
9252202,143108
9272989,48
9263102,57294
9263102,58843
9252202,142782
9252205,122575
9242557,49
9242780,11
9242450,56352
9252268,51658
9252543,207054
9242543,222589
9251513,52563
9252205,121574
9252543,206699
9252435,68448
9251513,52621
9252202,138241
9252435,68277
9253100,70528
9252202,140405
9252202,140519
9252211,136298
9251289,56982
9252202,140556
9262450,50465
9252202,140321
9252202,140322
9272825,1209
9252547,1038
9252202,140088
9252201,174436
9252399,2317
9251291,2842
9251291,2767
9251291,2962
9251160,9228
9251166,5107
9252475,96565
9251166,5108
9251166,5106
9252399,2324
9252399,2327
9252399,2323
9252399,2328
9252399,2325
9272998,424
9273025,16
9273025,69
9242822,5920
9272998,450
9242553,2061
9252201,179937
9273019,16
9273019,25
9273019,26
9273019,17
9272981,106
9252205,125597
9272918,106
9272918,108
9252205,125592
9272918,104
9273002,125
9252205,124052
9272989,135
9252205,123426
9272989,130
9251191,64763
9262475,52390
9242849,54
9252543,206847
9242578,368
9262450,50515
9252543,203866
9272825,1263
9263102,51051
9251513,52574
9252202,138518
9262201,50847
9251510,51779
9251510,51582
9251510,51555
9252211,133317
9252547,102
9251510,51496
9251510,51538
9251510,51523
9272913,29
9252211,130060
9252211,130059
9251340,2219
9251340,2554
9251340,1819
9251166,4582
9251166,4803
9251166,4804
9222044,1532
9252543,199619
9252482,201
9252482,202
9251300,27
9251300,28
9251166,5473
9251166,5474
9252543,202261
9262450,50076
9273025,117
9251305,8336
9272918,699
9242822,2316
9252205,126352
9242822,3719
9242779,101
9272998,48
9253102,192063
9252543,208433
9251247,62200
9252205,123441
9252623,50242
9251316,2183
9242545,63461
9252211,137314
9252202,143020
9252202,143021
9272989,30
9252201,178135
9242602,1315
9252205,123474
9252205,123553
9242813,148
9252435,68884
9251305,432
9252026,68521
9252202,141637
9242204,51737
9252745,168
9242632,72
9242578,316
9242642,59
9251511,50264
9242570,292
9242570,286
9252201,175966
9252435,68295
9242741,16
9252248,72544
9253100,70791
9251289,57003
9251512,72358
9252202,140036
9263102,51814
9252033,67378
9272957,57
9272957,83
9272957,6
9252435,68084
9252547,773
9252547,123
9252205,120332
9252543,204186
9252047,55256
9252543,203704
9252450,56663
9262475,52297
9252201,5
9252201,1
9252543,119946
9252500,2037
9252503,344
9252524,560
9252202,55692
9252202,55524
9252543,120069
9252201,81299
9252543,119554
9252543,114379
9252201,91929
9252543,119944
9252201,81200
9252201,81294
9252543,119541
9252543,119546
9252543,114380
9252202,55522
9252202,55526
9252500,2039
9252202,55691
9252205,57330
9252248,16079
9252202,55518
9252202,55527
9252202,55536
9252202,55537
9252202,55689
9252543,119884
9252202,55523
9252202,55530
9252201,91225
9252202,55084
9252500,2040
9252248,16078
9252202,55528
9252543,119544
9252524,559
9252026,14574
9252202,80504
9252543,145745
9252543,146774
9252543,146769
9252543,146770
9252205,67801
9252543,146775
9252543,145647
9252543,146771
9252543,145716
9252201,121975
9252201,119351
9252543,145715
9252543,146768
9252201,119352
9252543,145747
9252543,146772
9252543,146773
9252202,55531
9252543,119947
9252543,119948
9252543,121849
9252524,561
9252500,2038
9252543,119545
9252543,120070
9252202,55529
9252370,476
9252543,119543
9252543,119945
9252202,55519
9252543,120068
9252435,13607
9252503,343
9252202,55538
9252543,119547
9252201,81296
9252543,121851
9252026,14573
9252543,119542
9252202,55534
9252202,55532
9252202,57453
9252202,57448
9252202,55520
9252543,119943
9252201,89136
9252524,564
9252202,55525
9252202,57452
9252543,114378
9252201,81295
9252202,55521
9252248,16080
9252202,55533
9252201,83272
9252543,117634
9252471,2765
9252202,51372
9252201,91238
9252205,51349
9252543,119936
9252475,34208
9252201,81453
9252543,121815
9252201,81451
9252475,34210
9252543,117632
9252543,119887
9252543,114278
9252543,121816
9252201,81455
9252201,81450
9252435,13611
9252543,117635
9252543,119616
9252543,119615
9252543,114211
9252201,81179
9252543,119931
9252543,117631
9252543,119934
9252201,81454
9252543,114579
9252543,119928
9251154,1083
9251154,1099
9251154,1101
9251154,1098
9251154,1549
9251340,1463
9252201,81302
9252543,119929
9252543,114210
9252543,117636
9252202,55698
9252201,81452
9252413,1095
9252201,83268
9252201,83271
9252201,83267
9252026,14561
9252438,2318
9252543,119614
9252543,114280
9252201,91930
9252543,114277
9252201,83270
9252201,83265
9252202,55123
9252201,81181
9252543,114279
9252543,119935
9252450,4671
9252201,89326
9252543,121818
9252543,119927
9252543,119926
9252201,83269
9252202,57416
9252543,120100
9252543,117637
9252201,91235
9252205,56838
9252543,121817
9252543,119932
9252201,81301
9252201,81177
9252543,114332
9252543,119930
9252201,89157
9252202,55019
9252026,14562
9252543,117633
9252078,5944
9252543,119938
9252543,119617
9252201,81449
9252202,55699
9252475,34191
9252475,34280
9252383,40
9252543,114276
9252543,119933
9252202,55700
9252543,121819
9252201,81180
9252543,119937
9252201,81178
9252202,55511
9252475,34204
9252543,117638
9252543,121820
9252201,83266
9252543,119925
9252205,68489
9252202,80390
9252300,814
9252202,55614
9231146,145
9252202,80380
9252202,80379
9252202,80381
9252475,40641
9252475,40637
9252475,40245
9252475,40249
9252475,40243
9252475,40806
9252475,40807
9252475,40250
9252475,26912
9252475,34207
9252475,40648
9252475,40646
9252475,34197
9252475,26906
9252475,40643
9252475,26904
9252475,40642
9252475,34188
9252475,40244
9252475,26913
9252201,91239
9252205,51348
9252201,91236
9252201,83264
9252435,13610
9252201,91237
9252201,83419
9252201,82423
9252543,145502
9252205,68024
9231146,147
9252498,1386
9252205,40150
9252201,102334
9252201,108833
9252201,103794
9252201,89972
9252543,146764
9252202,35737
9252435,10904
9252543,128545
9252201,108834
9252435,15643
9252205,68023
9252201,91497
9252543,145500
9252543,146763
9252202,37003
9252202,50280
9252201,91453
9252201,47473
9252543,128778
9252202,69040
9252201,66655
9252202,52781
9252543,119636
9252543,120293
9252543,119453
9252543,119454
9252205,57253
9252202,35739
9252296,2180
9231146,150
9252201,83418
